 20915, 2
 20916, 2
 65758, 2
 18554, 2
 33733, 5
 010, 17
 011, 23
 012, 11
 013, 7
 014, 11
 015, 13
 23365, 5
 017, 7
 018, 6
 019, 5
 149, 4
 17522, 2
 1940, 11
 11260, 4
 10583, 4
 347, 2
 397043, 2
 7512, 2
 41479, 3
 343, 3
 31958, 2
 348, 2
 sent, 4
 3990, 2
 1490, 4
 58706, 5
 22164, 3
 111898, 5
 42514, 2
 7126, 2
 17912, 2
 7120, 9
 28192, 2
 5261, 2
 82996, 2
 transmission, 4
 6653, 8
 5305, 6
 19652, 2
 1258, 5
 298, 2
 299, 4
 296, 2
 297, 2
 294, 2
 295, 2
 292, 2
 293, 2
 29284, 2
 291, 4
 63987, 2
 199, 2
 016, 13
 195, 7
 194, 2
 197, 4
 196, 4
 191, 2
 190, 2
 193, 4
 192, 5
 270, 2
 41722, 3
 272, 4
 273, 2
 274, 3
 275, 4
 276, 2
 722040, 2
 2822, 6
 hourly, 2
 580, 2
 2986, 10
 74089, 3
 access, 2
 525, 2
 527, 2
 29916, 16
 521, 2
 51113, 5
 40842, 2
 1400, 3
 93449, 2
 191269, 2
 1404, 3
 303, 3
 34503, 2
 49769, 2
 62022, 3
 31005, 2
 446, 2
 10704, 3
 15402, 2
 108, 9
 109, 17
 102, 9
 103, 15
 40443, 2
 101, 9
 106, 11
 107, 7
 104, 9
 105, 11
 39, 55
 38, 58
 31484, 2
 44904, 2
 32, 71
 31, 63
 30, 69
 37, 58
 36, 51
 35, 54
 34, 65
 1241, 4
 313121, 2
 6075, 2
 64905, 2
 438, 3
 49280, 2
 437, 2
 178787, 2
 435, 4
 432, 2
 240, 3
 14138, 2
 2616, 6
 338, 2
 14037, 3
 423, 2
 334, 2
 22234, 2
 3266, 2
 39698, 2
 44797, 2
 4105, 3
 229, 2
 15276, 3
 8468, 10
 total, 4
 1902, 2
 52835, 2
 9636, 2
 837028165, 2
 857, 2
 feb, 30
 6432, 3
 51027, 2
 8946, 2
 116042, 2
 210, 2
 22976, 3
 17270, 2
 34744, 8
 105231, 2
 20519, 3
 24451, 7
 31356, 12
 35479, 2
 26875, 3
 54470, 2
 99, 13
 98, 16
